Time,,x(t),vx(t),,y(t),vy(t),,z(t),vz(t)
1110,,6522.43,5.87,,-5946.78,3.77154,,-52843.6,2.1896
1110.5,,6525.37,5.86999,,-5944.9,3.77155,,-52842.5,2.18967
1111,,6528.3,5.86998,,-5943.01,3.77155,,-52841.4,2.18974
1111.5,,6531.24,5.86998,,-5941.13,3.77156,,-52840.3,2.18981
1112,,6534.17,5.86997,,-5939.24,3.77157,,-52839.3,2.18988
1112.5,,6537.11,5.86996,,-5937.36,3.77158,,-52838.2,2.18995
1113,,6540.04,5.86995,,-5935.47,3.77158,,-52837.1,2.19002
1113.5,,6542.98,5.86994,,-5933.58,3.77159,,-52836,2.19008
1114,,6545.91,5.86993,,-5931.7,3.7716,,-52834.9,2.19015
1114.5,,6548.85,5.86993,,-5929.81,3.77161,,-52833.8,2.19022
1115,,6551.78,5.86992,,-5927.93,3.77161,,-52832.7,2.19029
1115.5,,6554.72,5.86991,,-5926.04,3.77162,,-52831.6,2.19036
1116,,6557.65,5.8699,,-5924.15,3.77163,,-52830.5,2.19043
1116.5,,6560.59,5.86989,,-5922.27,3.77164,,-52829.4,2.1905
1117,,6563.52,5.86988,,-5920.38,3.77165,,-52828.3,2.19056
1117.5,,6566.46,5.86987,,-5918.5,3.77165,,-52827.2,2.19063
1118,,6569.39,5.86987,,-5916.61,3.77166,,-52826.1,2.1907
1118.5,,6572.33,5.86986,,-5914.73,3.77167,,-52825,2.19077
1119,,6575.26,5.86985,,-5912.84,3.77168,,-52823.9,2.19084
1119.5,,6578.2,5.86984,,-5910.95,3.77168,,-52822.8,2.19091
1120,,6581.13,5.86983,,-5909.07,3.77169,,-52821.7,2.19097
1120.5,,6584.07,5.86982,,-5907.18,3.7717,,-52820.6,2.19104
1121,,6587,5.86981,,-5905.3,3.77171,,-52819.5,2.19111
1121.5,,6589.94,5.86981,,-5903.41,3.77171,,-52818.4,2.19118
1122,,6592.87,5.8698,,-5901.52,3.77172,,-52817.3,2.19125
1122.5,,6595.81,5.86979,,-5899.64,3.77173,,-52816.3,2.19132
1123,,6598.74,5.86978,,-5897.75,3.77174,,-52815.2,2.19139
1123.5,,6601.68,5.86977,,-5895.87,3.77174,,-52814.1,2.19145
1124,,6604.61,5.86976,,-5893.98,3.77175,,-52813,2.19152
1124.5,,6607.55,5.86975,,-5892.1,3.77176,,-52811.9,2.19159
1125,,6610.48,5.86975,,-5890.21,3.77177,,-52810.8,2.19166
1125.5,,6613.42,5.86974,,-5888.32,3.77178,,-52809.7,2.19173
1126,,6616.35,5.86973,,-5886.44,3.77178,,-52808.6,2.1918
1126.5,,6619.29,5.86972,,-5884.55,3.77179,,-52807.5,2.19187
1127,,6622.22,5.86971,,-5882.67,3.7718,,-52806.4,2.19193
1127.5,,6625.16,5.8697,,-5880.78,3.77181,,-52805.3,2.192
1128,,6628.09,5.86969,,-5878.89,3.77181,,-52804.2,2.19207
1128.5,,6631.03,5.86969,,-5877.01,3.77182,,-52803.1,2.19214
1129,,6633.96,5.86968,,-5875.12,3.77183,,-52802,2.19221
1129.5,,6636.9,5.86967,,-5873.24,3.77184,,-52800.9,2.19228
1130,,6639.83,5.86966,,-5871.35,3.77184,,-52799.8,2.19235
1130.5,,6642.77,5.86965,,-5869.46,3.77185,,-52798.7,2.19241
1131,,6645.7,5.86964,,-5867.58,3.77186,,-52797.6,2.19248
1131.5,,6648.64,5.86963,,-5865.69,3.77187,,-52796.5,2.19255
1132,,6651.57,5.86963,,-5863.81,3.77187,,-52795.4,2.19262
1132.5,,6654.5,5.86962,,-5861.92,3.77188,,-52794.3,2.19269
1133,,6657.44,5.86961,,-5860.03,3.77189,,-52793.2,2.19276
1133.5,,6660.37,5.8696,,-5858.15,3.7719,,-52792.1,2.19283
1134,,6663.31,5.86959,,-5856.26,3.7719,,-52791,2.19289
1134.5,,6666.24,5.86958,,-5854.38,3.77191,,-52789.9,2.19296
1135,,6669.18,5.86957,,-5852.49,3.77192,,-52788.9,2.19303
1135.5,,6672.11,5.86956,,-5850.61,3.77193,,-52787.8,2.1931
1136,,6675.05,5.86956,,-5848.72,3.77194,,-52786.7,2.19317
1136.5,,6677.98,5.86955,,-5846.83,3.77194,,-52785.6,2.19324
1137,,6680.92,5.86954,,-5844.95,3.77195,,-52784.5,2.19331
1137.5,,6683.85,5.86953,,-5843.06,3.77196,,-52783.4,2.19337
1138,,6686.79,5.86952,,-5841.18,3.77197,,-52782.3,2.19344
1138.5,,6689.72,5.86951,,-5839.29,3.77197,,-52781.2,2.19351
1139,,6692.66,5.8695,,-5837.4,3.77198,,-52780.1,2.19358
1139.5,,6695.59,5.8695,,-5835.52,3.77199,,-52779,2.19365
1140,,6698.53,5.86949,,-5833.63,3.772,,-52777.9,2.19372
1140.5,,6701.46,5.86948,,-5831.75,3.772,,-52776.8,2.19379
1141,,6704.4,5.86947,,-5829.86,3.77201,,-52775.7,2.19385
1141.5,,6707.33,5.86946,,-5827.97,3.77202,,-52774.6,2.19392
1142,,6710.27,5.86945,,-5826.09,3.77203,,-52773.5,2.19399
1142.5,,6713.2,5.86944,,-5824.2,3.77203,,-52772.4,2.19406
1143,,6716.13,5.86943,,-5822.32,3.77204,,-52771.3,2.19413
1143.5,,6719.07,5.86943,,-5820.43,3.77205,,-52770.2,2.1942
1144,,6722,5.86942,,-5818.54,3.77206,,-52769.1,2.19427
1144.5,,6724.94,5.86941,,-5816.66,3.77206,,-52768,2.19434
1145,,6727.87,5.8694,,-5814.77,3.77207,,-52766.9,2.1944
1145.5,,6730.81,5.86939,,-5812.89,3.77208,,-52765.8,2.19447
1146,,6733.74,5.86938,,-5811,3.77209,,-52764.7,2.19454
1146.5,,6736.68,5.86937,,-5809.11,3.77209,,-52763.6,2.19461
1147,,6739.61,5.86936,,-5807.23,3.7721,,-52762.5,2.19468
1147.5,,6742.55,5.86936,,-5805.34,3.77211,,-52761.4,2.19475
1148,,6745.48,5.86935,,-5803.45,3.77212,,-52760.3,2.19482
1148.5,,6748.42,5.86934,,-5801.57,3.77212,,-52759.2,2.19488
1149,,6751.35,5.86933,,-5799.68,3.77213,,-52758.1,2.19495
1149.5,,6754.29,5.86932,,-5797.8,3.77214,,-52757,2.19502
1150,,6757.22,5.86931,,-5795.91,3.77215,,-52755.9,2.19509
1150.5,,6760.16,5.8693,,-5794.02,3.77215,,-52754.8,2.19516
1151,,6763.09,5.86929,,-5792.14,3.77216,,-52753.7,2.19523
1151.5,,6766.02,5.86929,,-5790.25,3.77217,,-52752.6,2.1953
1152,,6768.96,5.86928,,-5788.37,3.77218,,-52751.5,2.19536
1152.5,,6771.89,5.86927,,-5786.48,3.77219,,-52750.5,2.19543
1153,,6774.83,5.86926,,-5784.59,3.77219,,-52749.4,2.1955
1153.5,,6777.76,5.86925,,-5782.71,3.7722,,-52748.3,2.19557
1154,,6780.7,5.86924,,-5780.82,3.77221,,-52747.2,2.19564
1154.5,,6783.63,5.86923,,-5778.94,3.77222,,-52746.1,2.19571
1155,,6786.57,5.86922,,-5777.05,3.77222,,-52745,2.19578
1155.5,,6789.5,5.86921,,-5775.16,3.77223,,-52743.9,2.19585
1156,,6792.44,5.86921,,-5773.28,3.77224,,-52742.8,2.19591
1156.5,,6795.37,5.8692,,-5771.39,3.77225,,-52741.7,2.19598
1157,,6798.31,5.86919,,-5769.51,3.77225,,-52740.6,2.19605
1157.5,,6801.24,5.86918,,-5767.62,3.77226,,-52739.5,2.19612
1158,,6804.17,5.86917,,-5765.73,3.77227,,-52738.4,2.19619
1158.5,,6807.11,5.86916,,-5763.85,3.77228,,-52737.3,2.19626
1159,,6810.04,5.86915,,-5761.96,3.77228,,-52736.2,2.19633
1159.5,,6812.98,5.86914,,-5760.07,3.77229,,-52735.1,2.1964
1160,,6815.91,5.86914,,-5758.19,3.7723,,-52734,2.19646
1160.5,,6818.85,5.86913,,-5756.3,3.77231,,-52732.9,2.19653
1161,,6821.78,5.86912,,-5754.42,3.77231,,-52731.8,2.1966
1161.5,,6824.72,5.86911,,-5752.53,3.77232,,-52730.7,2.19667
1162,,6827.65,5.8691,,-5750.64,3.77233,,-52729.6,2.19674
1162.5,,6830.59,5.86909,,-5748.76,3.77234,,-52728.5,2.19681
1163,,6833.52,5.86908,,-5746.87,3.77234,,-52727.4,2.19688
1163.5,,6836.45,5.86907,,-5744.99,3.77235,,-52726.3,2.19694
1164,,6839.39,5.86906,,-5743.1,3.77236,,-52725.2,2.19701
1164.5,,6842.32,5.86905,,-5741.21,3.77237,,-52724.1,2.19708
1165,,6845.26,5.86905,,-5739.33,3.77237,,-52723,2.19715
1165.5,,6848.19,5.86904,,-5737.44,3.77238,,-52721.9,2.19722
1166,,6851.13,5.86903,,-5735.55,3.77239,,-52720.8,2.19729
1166.5,,6854.06,5.86902,,-5733.67,3.7724,,-52719.7,2.19736
1167,,6857,5.86901,,-5731.78,3.7724,,-52718.6,2.19743
1167.5,,6859.93,5.869,,-5729.9,3.77241,,-52717.5,2.19749
1168,,6862.87,5.86899,,-5728.01,3.77242,,-52716.4,2.19756
1168.5,,6865.8,5.86898,,-5726.12,3.77242,,-52715.3,2.19763
1169,,6868.73,5.86897,,-5724.24,3.77243,,-52714.2,2.1977
1169.5,,6871.67,5.86897,,-5722.35,3.77244,,-52713.1,2.19777
1170,,6874.6,5.86896,,-5720.46,3.77245,,-52712,2.19784
1170.5,,6877.54,5.86895,,-5718.58,3.77245,,-52710.9,2.19791
1171,,6880.47,5.86894,,-5716.69,3.77246,,-52709.8,2.19798
1171.5,,6883.41,5.86893,,-5714.81,3.77247,,-52708.7,2.19804
1172,,6886.34,5.86892,,-5712.92,3.77248,,-52707.6,2.19811
1172.5,,6889.28,5.86891,,-5711.03,3.77248,,-52706.5,2.19818
1173,,6892.21,5.8689,,-5709.15,3.77249,,-52705.4,2.19825
1173.5,,6895.14,5.86889,,-5707.26,3.7725,,-52704.3,2.19832
1174,,6898.08,5.86888,,-5705.37,3.77251,,-52703.2,2.19839
1174.5,,6901.01,5.86888,,-5703.49,3.77251,,-52702.1,2.19846
1175,,6903.95,5.86887,,-5701.6,3.77252,,-52701,2.19853
1175.5,,6906.88,5.86886,,-5699.72,3.77253,,-52699.9,2.19859
1176,,6909.82,5.86885,,-5697.83,3.77254,,-52698.8,2.19866
1176.5,,6912.75,5.86884,,-5695.94,3.77254,,-52697.7,2.19873
1177,,6915.69,5.86883,,-5694.06,3.77255,,-52696.6,2.1988
1177.5,,6918.62,5.86882,,-5692.17,3.77256,,-52695.5,2.19887
1178,,6921.55,5.86881,,-5690.28,3.77257,,-52694.4,2.19894
1178.5,,6924.49,5.8688,,-5688.4,3.77257,,-52693.3,2.19901
1179,,6927.42,5.86879,,-5686.51,3.77258,,-52692.2,2.19908
1179.5,,6930.36,5.86879,,-5684.63,3.77259,,-52691.1,2.19914
1180,,6933.29,5.86878,,-5682.74,3.7726,,-52690,2.19921
1180.5,,6936.23,5.86877,,-5680.85,3.7726,,-52688.9,2.19928
1181,,6939.16,5.86876,,-5678.97,3.77261,,-52687.8,2.19935
1181.5,,6942.1,5.86875,,-5677.08,3.77262,,-52686.7,2.19942
1182,,6945.03,5.86874,,-5675.19,3.77263,,-52685.6,2.19949
1182.5,,6947.96,5.86873,,-5673.31,3.77263,,-52684.5,2.19956
1183,,6950.9,5.86872,,-5671.42,3.77264,,-52683.4,2.19963
1183.5,,6953.83,5.86871,,-5669.54,3.77265,,-52682.3,2.19969
1184,,6956.77,5.8687,,-5667.65,3.77266,,-52681.2,2.19976
1184.5,,6959.7,5.86869,,-5665.76,3.77266,,-52680.1,2.19983
1185,,6962.64,5.86869,,-5663.88,3.77267,,-52679,2.1999
1185.5,,6965.57,5.86868,,-5661.99,3.77268,,-52677.9,2.19997
1186,,6968.5,5.86867,,-5660.1,3.77269,,-52676.8,2.20004
1186.5,,6971.44,5.86866,,-5658.22,3.77269,,-52675.7,2.20011
1187,,6974.37,5.86865,,-5656.33,3.7727,,-52674.6,2.20018
1187.5,,6977.31,5.86864,,-5654.44,3.77271,,-52673.5,2.20025
1188,,6980.24,5.86863,,-5652.56,3.77271,,-52672.4,2.20031
1188.5,,6983.18,5.86862,,-5650.67,3.77272,,-52671.3,2.20038
1189,,6986.11,5.86861,,-5648.79,3.77273,,-52670.2,2.20045
1189.5,,6989.04,5.8686,,-5646.9,3.77274,,-52669.1,2.20052
1190,,6991.98,5.86859,,-5645.01,3.77274,,-52668,2.20059
1190.5,,6994.91,5.86859,,-5643.13,3.77275,,-52666.9,2.20066
1191,,6997.85,5.86858,,-5641.24,3.77276,,-52665.8,2.20073
1191.5,,7000.78,5.86857,,-5639.35,3.77277,,-52664.7,2.2008
1192,,7003.72,5.86856,,-5637.47,3.77277,,-52663.6,2.20086
1192.5,,7006.65,5.86855,,-5635.58,3.77278,,-52662.5,2.20093
1193,,7009.58,5.86854,,-5633.69,3.77279,,-52661.4,2.201
1193.5,,7012.52,5.86853,,-5631.81,3.7728,,-52660.3,2.20107
1194,,7015.45,5.86852,,-5629.92,3.7728,,-52659.2,2.20114
1194.5,,7018.39,5.86851,,-5628.04,3.77281,,-52658.1,2.20121
1195,,7021.32,5.8685,,-5626.15,3.77282,,-52657,2.20128
1195.5,,7024.26,5.86849,,-5624.26,3.77283,,-52655.9,2.20135
1196,,7027.19,5.86848,,-5622.38,3.77283,,-52654.8,2.20142
1196.5,,7030.12,5.86848,,-5620.49,3.77284,,-52653.7,2.20148
1197,,7033.06,5.86847,,-5618.6,3.77285,,-52652.6,2.20155
1197.5,,7035.99,5.86846,,-5616.72,3.77285,,-52651.5,2.20162
1198,,7038.93,5.86845,,-5614.83,3.77286,,-52650.4,2.20169
1198.5,,7041.86,5.86844,,-5612.94,3.77287,,-52649.3,2.20176
1199,,7044.8,5.86843,,-5611.06,3.77288,,-52648.2,2.20183
1199.5,,7047.73,5.86842,,-5609.17,3.77288,,-52647.1,2.2019
